# name zcmb mb dmb in_pantheon
1996C 0.02875 16.263297886879798 0.24936200715053078 True
PS16cvc 0.02844 16.439478675324406 0.1813461989131501 False
ASASSN-15fs 0.0285 15.985002401262696 0.18385106058352177 False
2003ch 0.02895 16.350708828097932 0.1678293823639358 True
ASASSN-16ay 0.02895 16.370466595520973 0.2987480014916553 False
PSNJ0859349 0.02874 16.22030909535377 0.2241340019890767 False
ASASSN-16fs 0.0299 16.024576403035518 0.1788890024867393 False
LSQ12gdj 0.02886 15.8386850403613 0.2713541639898392 False
2000cw 0.02896 16.352432285628545 0.22260200199843175 False
2002de 0.0305 16.111137178612818 0.2824550015722833 True
ASASSN-16aj 0.03053 16.21193647837081 0.17580516160068987 False
ASASSN-16br 0.029 16.254413168062012 0.18897653046388183 False
AT2017zd 0.03048 16.027229359750823 0.19223552024156326 False
ASASSN-16hh 0.02935 16.246581151265293 0.18844519111689156 False
ATLAS17ajn 0.02988 16.26106831374163 0.18886802120866977 False
Gaia16bba 0.02934 16.18003855778392 0.18335819638296977 False
1997dg 0.02962 16.60549173477901 0.19062005826728806 True
2004ef 0.02978 16.263907876221385 0.19422000914676754 True
2004ef 0.02978 16.228207876221383 0.1974590089967294 True
2004ef 0.02978 16.220507876221383 0.23192200765983909 True
ASASSN-15nq 0.03025 16.265268163829862 0.163802002711801 False
AT2017lm 0.03002 16.29989331870903 0.21458107451903444 False
ASASSN-16fo 0.02994 16.229493790190574 0.17169514289356072 False
ASASSN-16es 0.02973 16.2840953478296 0.25683314041559846 False
AT2016cyt 0.02965 16.103302468807186 0.16228722175382035 False
